Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8
2805,-3,-5,-2,8,-9,-2,-3,-2,
2810,-3,-6,-24,-20,-8,-3,1,-2,
2815,0,1,12,11,4,2,0,1,
2820,-3,0,-7,5,7,3,3,1,
2825,0,4,13,0,3,-3,-4,-1,
2830,0,-1,50,-14,-13,-7,-1,-2,
2835,0,0,-27,2,-3,2,-2,1,
2840,3,0,4,5,0,-3,-2,3,
2845,-1,-3,-9,-10,3,2,0,1,
2850,-2,-1,-1,17,4,3,-4,-1,
2855,-2,-1,7,-7,-3,-3,-1,-1,
2860,0,-4,0,3,-5,0,-2,-4,
2865,-2,-3,-23,-6,-3,-2,1,-2,
2870,-2,-3,-36,-11,-5,-3,-2,0,
2875,-1,4,2,-8,0,-1,-1,-2,
2880,4,2,19,14,4,1,2,9,
2885,-3,-1,39,8,-1,-1,-1,-7,
2890,5,-5,-41,-16,-1,-3,0,-3,
2895,-3,-9,-6,-2,-3,-2,-3,-1,
2900,-1,0,7,-3,-4,1,1,-4,
2905,0,2,-2,1,3,2,-2,0,
2910,-1,0,-7,4,2,-1,-3,1,
2915,-1,-2,13,-7,-1,-1,-1,-4,
2920,-1,-5,-15,-6,-4,-1,0,0,
2925,3,12,82,25,6,-1,-2,-1,
2930,-4,-4,-56,-2,1,-1,-2,-2,
2935,-1,-2,27,-9,-7,-2,-2,-2,
2940,-7,-4,-30,7,4,0,-1,-3,
2945,-2,-3,-22,-12,-12,-7,1,2,
2950,-2,-2,-4,1,-2,-1,-2,-2,
2955,3,4,-4,5,0,-2,-4,-2,
2960,0,2,21,-9,3,3,-3,0,
2965,0,-4,-31,-5,0,1,0,-1,
2970,-4,-5,14,-3,-1,-3,1,4,
2975,0,17,-3,-4,-2,0,0,0,
2980,1,-3,-3,-7,-4,-2,-2,-4,
2985,-2,-3,10,18,2,-1,-2,2,
2990,-2,-1,-27,-13,-4,-3,-1,-1,
2995,-1,-8,-23,-10,0,-1,-1,-2,
3000,2,12,76,34,4,1,0,2,
3005,1,0,-8,11,3,0,-4,-4,
3010,0,-5,-24,-7,-4,-2,-1,-2,
3015,-3,-6,19,-11,-4,-1,2,-2,
3020,0,13,-17,-2,-1,0,1,-2,
3025,-2,-14,-55,-10,-4,-2,0,-2,
3030,0,4,-13,2,1,1,-2,2,
3035,1,-4,0,16,0,0,-2,1,
3040,-8,-8,-23,-17,-7,-6,-4,-4,
3045,4,10,12,-3,2,1,0,0,
3050,-2,1,16,-4,-2,0,0,-2,
3055,-2,-3,-2,0,0,0,-1,-1,
3060,-1,-8,-10,-5,-3,-3,-1,-1,
3065,-1,-2,-10,-11,-2,-1,0,-1,
3070,0,0,11,7,-1,-3,0,-4,
3075,-3,0,11,-1,-2,-2,-2,-3,
3080,-3,-3,-15,9,1,3,-1,-3,
3085,-3,-3,-3,-19,-7,-4,-2,0,
3090,-4,-5,-54,-8,2,-2,1,-3,
3095,-1,0,30,-3,-1,-1,0,-1,
3100,2,-1,-71,5,3,-1,0,1,
3105,-4,-6,-7,-5,-3,-1,-1,-1,
3110,1,1,-1,0,0,1,-3,1,
3115,-1,-2,-4,-3,-4,-4,0,0,
3120,-2,-6,14,4,3,0,-3,-1,
3125,-1,-2,23,-3,-2,0,1,-2,
3130,-3,-3,3,-7,-4,-1,0,4,
3135,-2,7,-19,10,3,-1,-1,-8,
3140,3,-10,14,-8,-1,-1,0,-2,
3145,-3,0,-7,7,-2,-3,0,-2,
3150,2,1,15,-4,1,-1,-1,-1,
3155,1,8,-5,4,2,1,1,-2,
3160,-1,-2,-7,-3,-2,-3,-2,-2,
3165,1,0,-6,-12,-8,-2,0,-2,
3170,-1,-2,13,-3,-1,-1,-1,-1,
3175,-2,-5,-12,-5,-3,-3,1,0,
3180,-1,2,4,1,-4,-1,-1,-3,
3185,-1,-4,-2,12,3,0,-1,1,
3190,0,3,-1,-2,2,1,-3,-1,
3195,0,-6,16,2,0,0,-4,-3,
3200,-5,2,-43,-10,-3,1,-1,8,
3205,-3,1,25,2,-3,-1,-2,-2,
3210,2,3,65,11,1,0,-1,-2,
3215,-3,-5,-17,-2,3,0,3,1,
3220,-2,-5,-19,-7,-6,-2,1,-4,
3225,-2,-5,23,-22,-7,-1,-1,-1,
3230,1,5,-34,18,8,2,-2,0,
3235,1,-2,3,4,-2,-1,-2,-1,
3240,-5,1,18,-16,-6,-1,-1,-2,
3245,-3,-2,-4,3,-1,0,0,1,
3250,0,-3,11,-5,-4,-1,-4,-4,
3255,-1,-1,-5,0,1,-3,0,-1,
3260,-3,0,15,9,-1,0,0,-3,
3265,-1,-1,-20,3,2,-2,-4,0,
3270,2,1,-10,-11,-1,-1,1,-2,
3275,0,-4,-24,-20,-2,-1,-2,2,
3280,0,-1,14,27,2,0,0,-1,
3285,-2,-2,-14,-8,-5,-3,0,-3,
3290,-3,-1,1,1,-3,-1,-1,-1,
3295,1,0,-3,-17,-2,3,0,-2,
3300,2,1,36,9,6,4,-1,0,
3305,0,4,11,-3,-2,-7,-4,0,
3310,0,-2,-48,12,0,-3,2,-1,
3315,-1,-1,-11,-10,-6,-1,-3,-3,
3320,-5,-3,-13,-4,2,2,-2,0,
3325,0,-4,0,2,-4,0,0,-2,
3330,-2,-3,32,-5,-2,-5,-3,1,
3335,-1,0,5,20,6,3,1,1,
3340,-2,2,1,-9,-3,-2,0,-2,
3345,1,1,2,-1,-4,-2,-1,-1,
3350,-2,-5,-9,-7,-3,1,-2,-1,
3355,-2,-2,10,15,-1,4,-1,-1,
3360,2,2,13,-4,4,2,0,17,
3365,-1,-3,-13,-4,-6,-13,-4,-6,
3370,-1,0,0,-9,-2,-1,0,-5,
3375,-2,-5,-5,4,-2,-2,-3,-3,
3380,-4,-3,-12,-17,-8,-1,1,-3,
3385,1,3,15,24,12,4,-1,5,
3390,-2,-1,14,13,-2,-3,-2,2,
3395,0,0,-11,-27,-1,1,3,0,
3400,-3,0,-1,-2,-5,-9,-4,-9,
3405,4,-2,-23,-10,1,5,0,-2,
3410,-1,-2,2,5,-3,-5,1,1,
3415,1,1,-4,3,3,2,0,2,
3420,-1,-2,-2,1,-7,-11,-1,-5,
3425,-3,0,-7,-14,-7,3,-1,2,
3430,-1,0,5,12,7,2,-1,-4,
3435,2,5,7,4,1,1,-3,-2,
3440,1,-2,-2,-5,5,1,-1,0,
3445,-6,-4,0,-6,-8,-5,-2,0,
3450,-2,3,13,3,0,2,-1,-2,
3455,2,-1,-2,-4,0,-9,-1,-1,
3460,1,-5,1,-6,-18,-8,-5,-6,
3465,2,0,12,12,1,6,6,11,
3470,-4,-5,-7,-8,2,2,-1,-2,
3475,-3,0,-2,11,6,-8,-4,1,
3480,-2,5,26,5,15,13,4,4,
3485,0,-4,-21,-7,-4,7,0,-3,
3490,3,1,-6,-12,-17,-14,-4,0,
3495,-3,-7,-37,1,-2,6,4,2,
3500,1,6,64,2,-3,-8,-6,-1,
3505,-4,-2,-70,-5,5,2,-2,1,
3510,1,1,15,6,4,2,-1,-1,
3515,-5,-3,-8,4,-3,-1,-5,-1,
3520,-2,-5,-48,-3,1,-1,1,-2,
3525,-4,-1,32,4,2,1,-2,-4,
3530,0,-2,-11,-21,-5,-4,-3,-3,
3535,-2,-5,15,-1,-5,-1,-1,0,
3540,-2,-3,-9,2,1,4,1,-3,
3545,0,2,14,-2,7,2,-3,-2,
3550,2,1,-7,13,8,0,0,0,
3555,-2,6,21,-1,-19,-12,1,-2,
3560,-3,-3,-12,-14,-6,1,-3,-2,
3565,0,-2,8,0,-3,-5,0,-3,
3570,-2,-3,-6,-7,1,2,3,0,
3575,-1,-2,-5,13,7,7,0,-2,
3580,0,2,4,-4,-3,-12,-4,-1,
3585,0,-1,-14,-12,-2,-2,1,0,
3590,1,2,26,3,5,2,0,-7,
3595,0,1,5,23,16,4,0,1,
3600,-3,-3,-13,-8,-10,-3,1,-2,
3605,-2,-8,-33,-21,-30,-8,-4,-3,
3610,-4,-2,19,0,-6,-3,0,3,
3615,2,3,29,5,3,1,-2,-3,
3620,0,-2,-56,10,16,8,2,0,
3625,-3,1,-6,4,8,-3,0,-4,
3630,-5,-4,-45,-1,-9,-3,0,-1,
3635,-1,-1,2,-16,-11,-3,-4,0,
3640,-3,-1,-8,5,2,2,2,0,
3645,1,5,7,9,7,3,-1,-2,
3650,0,-2,-6,-15,-3,-2,-5,-1,
3655,-1,-2,1,-7,-3,-9,-2,-3,
3660,-1,0,24,2,-2,1,-1,1,
3665,0,-2,11,2,1,1,-1,-2,
3670,-2,0,6,10,6,1,-1,-1,
3675,0,0,6,-16,-10,-1,0,-4,
3680,1,-1,-2,-5,-3,1,2,-2,
3685,-2,-1,20,9,4,-1,1,0,
3690,-1,-3,-7,-5,-5,0,-3,0,
3695,-4,-5,-25,-7,-3,-2,-3,0,
3700,-5,-7,-5,-6,-5,0,1,1,
3705,0,-4,3,11,5,-3,-2,-1,
3710,22,11,5,7,3,1,2,0,
3715,-12,-5,-12,-3,-4,-1,-2,-1,
3720,2,7,46,5,2,1,1,0,
3725,-4,-5,-9,1,6,-2,-2,0,
3730,-7,-9,-17,-12,-7,-2,-3,-4,
3735,3,-1,-8,-4,-6,-6,0,1,
3740,-3,-4,-9,-4,1,-1,-1,-3,
3745,-3,1,-17,-1,-5,-1,-2,-1,
3750,5,9,-2,-1,13,7,3,-4,
3755,-1,-2,-1,2,8,4,-1,0,
3760,-3,-5,-5,-5,-11,-7,-5,-3,
3765,0,6,2,-6,-6,-2,-1,1,
3770,-4,-7,-1,-1,-1,-1,-2,2,
3775,1,2,18,-2,1,2,0,-4,
3780,-3,-2,-18,2,3,0,0,-3,
3785,2,-1,1,-4,-1,-1,0,-4,
3790,-4,-3,6,1,-5,-1,0,8,
3795,2,9,30,12,5,-1,2,-2,
3800,1,-3,-17,-7,-4,-2,0,-4,
3805,1,1,9,4,1,-2,-3,-1,
3810,-4,0,44,11,-1,0,-2,-1,
3815,-1,-10,-34,-11,-4,-3,-1,2,
3820,2,3,2,-11,-3,4,-2,-1,
3825,1,0,21,26,7,-3,1,-1,
3830,-1,-1,-27,3,0,0,-1,-3,
3835,1,-1,1,-17,-6,-1,-3,2,
3840,-3,-5,-4,-8,-8,-7,-3,-4,
3845,-1,2,17,-3,-3,0,1,1,
3850,-4,-6,4,-9,-6,-3,0,1,
3855,-3,-4,-54,0,5,3,2,-3,
3860,4,8,60,26,17,7,0,-1,
3865,-2,-3,-37,-17,-5,-5,-1,0,
3870,-4,1,13,2,0,-2,-1,-4,
3875,-3,-6,-46,-14,-5,-1,-3,-1,
3880,-1,-4,50,-10,-4,-3,-2,2,
3885,0,3,4,34,7,-1,-1,-4,
3890,-1,-4,-52,-7,-1,-2,-3,-1,
3895,-1,2,37,-5,-7,-4,-1,0,
3900,-1,-8,-47,-5,-1,1,-1,2,
3905,0,1,45,5,11,5,1,3,
3910,-3,-2,-26,-6,-5,-2,0,-1,
3915,2,0,9,-6,-12,-9,-3,-3,
3920,-2,-8,-15,-12,-9,-1,1,-3,
3925,3,13,-21,-8,-2,-2,-1,-1,
3930,-5,-6,-1,0,2,-1,-1,1,
3935,-4,-3,26,19,6,4,-1,-1,
3940,1,2,-19,-7,-3,-1,-2,-2,
3945,-2,-8,-1,-23,-5,-1,-1,-2,
3950,-2,5,22,26,3,-1,0,-2,
3955,-1,-2,-8,4,1,-1,-2,1,
3960,1,2,-45,-17,-7,-4,-2,-2,
3965,-3,-1,59,9,-3,-3,0,-1,
3970,0,-52,-1,-14,-5,-4,-1,-1,
3975,-2,-4,24,4,3,2,-1,-4,
3980,-3,-5,-53,14,7,-2,-1,-2,
3985,2,-10,-6,-29,-4,-3,-4,-2,
3990,-1,12,24,-7,-10,-4,0,-1,
3995,2,0,-12,10,0,2,0,-1,
4000,0,-3,13,2,5,1,1,1,
4005,-1,2,-48,-13,-8,-3,-3,1,
4010,-2,5,-6,7,5,1,0,0,
4015,-1,1,43,-3,0,1,1,0,
4020,-2,9,14,2,-3,-4,-3,0,
4025,-2,0,-17,-4,-4,-1,-1,-1,
4030,0,5,-21,-18,-3,-1,-1,-3,
4035,2,-13,3,23,5,1,2,0,
4040,-1,0,0,-14,-6,-2,0,-1,
4045,-1,-3,20,17,4,-3,-2,0,
4050,-1,-2,-16,-14,-9,-7,-2,-2,
4055,-1,9,21,-5,4,1,-2,1,
4060,-1,-2,0,4,3,2,0,0,
4065,1,-4,-45,-3,-2,-1,-1,-2,
4070,-1,7,11,-6,-2,-1,2,-4,
4075,-2,0,1,2,-3,-2,-2,-3,
4080,-3,0,1,-1,-2,-4,0,-1,
4085,2,-6,-38,3,2,1,1,0,
4090,-3,6,52,9,2,1,1,0,
4095,2,1,-10,1,-1,0,0,-1,
4100,-1,-2,-10,7,2,-1,-2,0,
4105,-1,4,23,-11,-6,-1,-1,-2,
4110,-2,0,11,1,-3,0,-4,3,
4115,1,1,-17,-8,0,0,0,-9,
4120,-4,-4,-20,3,-3,-2,-2,-3,
4125,-1,-2,21,-1,3,0,1,-3,
4130,1,2,-40,-4,5,1,1,0,
4135,2,3,-3,-4,-2,-4,-1,1,
4140,0,-3,22,7,-1,1,-1,-1,
4145,-3,3,-7,-8,-2,1,0,-4,
4150,-1,-19,1,6,-1,-3,-2,-3,
4155,-1,-1,-33,-6,-4,-2,-3,1,
4160,-1,3,43,10,2,2,-1,-1,
4165,1,-3,-8,-9,-2,-4,0,-1,
4170,-6,10,-3,9,-3,2,1,-2,
4175,0,-1,-13,-14,-5,-2,0,1,
4180,0,-2,-2,-3,-2,-2,-1,0,
4185,0,-2,8,-2,-3,-2,-3,-1,
4190,0,2,-11,22,7,0,2,-1,
4195,-1,-1,11,-4,1,2,-3,1,
4200,1,8,38,2,2,2,1,-1,
4205,-3,-4,-25,-4,-1,-1,-1,-3,
4210,0,-2,-14,-9,-2,-5,-2,-3,
4215,-4,-2,25,2,-2,1,0,-1,
4220,-3,-8,-43,-7,-6,-4,-2,-2,
4225,0,-2,2,4,4,1,-1,0,
4230,-2,-3,20,-4,-6,1,-1,0,
4235,-1,2,7,-1,6,1,0,-1,
4240,-3,-2,1,-14,-2,-4,-1,-1,
4245,-2,-3,0,-4,-3,-1,-2,-1,
4250,2,-1,-18,-13,-4,-3,-3,1,
4255,-1,-4,-10,-2,-1,-1,0,-1,
4260,1,5,2,14,6,3,-1,4,
4265,-3,-3,11,-3,-6,-4,-2,2,
4270,0,0,-6,-5,2,-1,-2,-2,
4275,-2,-5,-2,7,-3,-2,-4,-1,
4280,0,-3,-8,-4,-4,0,-1,-3,
4285,1,-1,3,13,0,1,-2,-2,
4290,-2,3,12,-3,-1,0,-2,2,
4295,0,0,-8,-7,-3,-5,-2,-3,
4300,-4,-4,-22,-8,-4,0,0,-1,
4305,-3,3,57,12,3,4,2,2,
4310,1,2,-3,-11,-5,-6,-6,-2,
4315,-1,1,-17,10,1,0,0,-1,
4320,-3,-6,5,2,-1,-1,-3,-3,
4325,0,-4,-30,-11,1,0,-3,-1,
4330,-1,5,7,8,2,-2,1,-1,
4335,-5,-8,-16,-16,-12,-7,3,-1,
4340,1,0,-17,5,0,1,0,1,
4345,1,-1,-12,5,2,-3,-3,0,
4350,-2,-1,-27,-5,3,5,1,-3,
4355,0,-2,3,2,-3,-8,-5,-1,
4360,0,-4,-10,-6,-1,0,2,-2,
4365,-4,-1,-1,-3,-6,-5,0,1,
4370,1,-3,9,3,6,2,2,-4,
4375,-2,0,-36,-2,1,2,2,0,
4380,0,1,15,5,-3,-5,-4,-4,
4385,-1,2,-2,-7,-1,-2,-3,-2,
4390,0,-5,-6,6,1,1,1,-1,
4395,0,0,-6,-17,-7,-1,0,-3,
4400,0,-1,11,17,2,0,-1,1,
4405,0,0,5,3,-1,0,-1,-2,
4410,-1,-1,-10,-4,0,0,-1,0,
4415,0,2,11,6,3,5,-1,1,
4420,0,14,9,-14,-6,-5,-2,-1,
4425,1,-3,-8,4,-1,-1,4,2,
4430,-2,-6,-2,-8,-9,-9,-3,1,
4435,-3,-2,11,2,4,3,2,0,
4440,-1,2,37,21,3,1,-1,2,
4445,-1,-2,-8,-9,-4,-3,-2,1,
4450,0,2,-8,-8,-6,0,-1,-1,
4455,2,2,24,10,2,-2,-1,1,
4460,0,-6,-3,-11,1,3,0,-1,
4465,1,0,-7,8,2,-1,-1,-6,
4470,-1,-1,-1,0,-2,-4,-2,-2,
4475,-1,-5,-1,-19,-11,0,-2,-1,
4480,-2,-2,4,5,4,1,1,-1,
4485,1,-1,-2,-8,4,-1,-2,-4,
4490,0,3,16,19,2,-1,-1,-1,
4495,-5,-5,-9,-7,-22,-6,-2,-3,
4500,0,-5,-4,-7,-2,-1,-3,0,
4505,0,2,2,0,5,3,-1,0,
4510,-2,-1,-2,14,17,6,-1,-2,
4515,1,2,1,-3,2,-12,-6,-3,
4520,-4,-8,-11,-14,-30,-6,2,0,
4525,1,1,10,4,0,1,-4,-5,
4530,0,2,-3,-7,-2,3,-1,-3,
4535,-1,1,3,12,11,3,1,4,
4540,-1,-2,-10,-3,5,-1,-2,-2,
4545,-4,-3,0,-1,-3,0,-1,2,
4550,-1,-1,2,-1,-4,0,1,-2,
4555,1,-3,-37,0,12,2,-3,-3,
4560,-3,2,36,-9,-5,-6,-1,1,
4565,1,4,25,-4,-17,-7,-2,0,
4570,0,1,49,2,-6,0,1,-3,
4575,-1,-3,-34,3,9,7,4,1,
4580,0,-4,-35,-1,15,5,-1,-3,
4585,-2,-7,-32,-6,-4,-6,-4,-4,
4590,0,2,-19,-25,-27,-19,-2,3,
4595,-2,-6,12,4,-2,2,1,-4,
4600,-3,-2,3,1,8,2,0,-3,
4605,0,1,15,5,10,4,0,-1,
4610,1,-3,-4,-2,3,0,-4,0,
4615,-4,5,26,2,-5,-2,-3,-2,
4620,2,-9,-6,-8,-6,-4,2,-1,
4625,-6,-3,1,2,1,1,0,-1,
4630,-5,2,-14,-10,9,1,0,0,
4635,-3,1,-3,0,-12,-4,-3,-3,
4640,1,4,-3,-6,-4,0,-3,-2,
4645,1,-1,-15,-2,-4,-2,-2,1,
4650,-1,-5,-26,4,7,1,1,-2,
4655,-4,-4,-12,-4,2,1,0,-3,
4660,-3,1,-23,1,-3,-5,-3,-3,
4665,0,-5,-23,-16,-12,-7,-4,0,
4670,-1,-6,-9,-2,-7,3,-2,-3,
4675,-1,5,-14,7,8,0,1,2,
4680,-1,-2,1,5,4,-2,3,2,
4685,1,2,18,3,-4,-6,-3,-7,
4690,-3,-4,-16,-16,-11,-5,-2,4,
4695,-1,-4,18,2,-2,-2,-3,-5,
4700,0,5,25,1,2,3,-2,-2,
4705,0,-2,7,8,12,12,3,2,
4710,0,2,4,14,11,-1,-3,-3,
4715,0,-4,-17,-13,-13,-7,3,3,
4720,-2,3,18,-4,-9,-5,1,-3,
4725,-1,-2,-9,-3,-5,-1,-3,-2,
4730,0,1,0,3,1,4,0,0,
4735,0,-1,-32,1,9,4,0,0,
4740,7,-2,10,-3,3,-2,-2,-1,
4745,-6,-3,-55,0,-6,-7,-1,-2,
4750,4,4,40,31,15,7,1,-5,
4755,-2,-5,17,-9,-3,-3,-3,5,
4760,-6,-4,-13,-9,-11,-5,-2,-1,
4765,5,3,15,-6,-3,1,0,2,
4770,-4,0,-13,-9,-7,-6,-3,0,
4775,-4,-4,-6,3,1,2,0,-3,
4780,-1,-4,-29,13,12,7,-2,2,
4785,-1,3,48,-9,-4,-5,-2,0,
4790,-3,-13,-15,-22,-20,-4,1,0,
4795,3,13,29,14,-1,0,2,-2,
4800,0,1,1,-11,1,2,-3,2,
4805,-1,0,-3,13,8,0,0,-9,
4810,-1,2,5,-8,0,0,1,3,
4815,1,-5,16,-10,-5,-2,-4,-3,
4820,1,-4,-12,21,1,-1,-2,-8,
4825,-1,-1,-19,7,7,1,1,5,
4830,-1,-2,-5,-15,3,4,1,-3,
4835,0,-1,-10,-8,-4,-14,-6,0,
4840,-5,-3,-12,-8,-8,-2,0,-2,
4845,0,-5,-6,-6,-8,-3,-2,-3,
4850,-6,-9,-24,2,-1,2,-2,-1,
4855,3,13,45,7,3,6,2,4,
4860,-2,0,5,6,-1,-4,0,2,
4865,-1,-3,-26,-2,3,-1,-1,0,
4870,-3,-4,-14,0,0,-1,0,-3,
4875,-3,-3,32,-4,2,3,0,0,
4880,3,3,-14,10,-9,-7,-3,4,
4885,-1,-13,36,-12,-6,-3,-1,-2,
4890,1,21,10,21,5,0,-1,-3,
4895,-4,-12,-44,-16,-4,-2,-2,-1,
4900,1,3,12,-6,-2,0,0,-4,
4905,0,-6,-17,-2,0,-2,-3,4,
4910,-2,-3,10,-6,-6,-5,-1,1,
4915,0,0,8,6,-1,1,0,-4,
4920,2,2,-6,-4,3,0,-1,0,
4925,0,-12,39,8,-1,-2,-2,-4,
4930,0,-4,-2,-6,-4,-3,-2,3,
4935,0,-1,-25,3,1,1,-3,-7,
4940,-7,-7,-6,-6,-3,-2,-2,-3,
4945,8,9,-14,-7,-1,1,1,-1,
4950,-1,3,18,6,3,0,-3,-5,
4955,-2,-11,-17,7,-3,-3,-2,0,
4960,2,2,66,-3,0,1,1,-2,
4965,-2,8,66,19,5,1,-3,0,
4970,-3,-4,-64,-12,-4,-3,0,0,
4975,0,6,91,-9,-7,-4,-1,4,
4980,-1,-3,-35,9,4,-3,-3,-5,
4985,-3,2,-30,-7,-5,-1,1,1,
4990,1,-1,27,4,3,0,0,0,
4995,-2,-3,-40,-5,-2,-3,0,0,
5000,-2,0,-20,-9,-4,0,-2,0,
5005,-3,-4,-8,-4,0,-1,0,-3,
5010,0,-4,6,-2,-4,-3,-2,-3,
5015,4,5,3,5,1,1,0,7,
5020,-2,-4,10,-9,2,1,-1,1,
5025,-2,-2,-81,-4,-3,-3,-4,1,
5030,1,12,84,19,5,5,-1,-1,
5035,-2,-3,-47,-6,-1,0,0,-2,
5040,-1,-2,-45,-4,-2,-1,1,-4,
5045,-3,2,-11,1,0,-1,2,2,
5050,-4,-5,-5,-8,3,1,-2,-3,
5055,-3,-3,13,-2,-5,-3,-2,1,
5060,0,-3,-10,-4,-1,-1,-5,1,
5065,-3,-4,-1,-19,-6,-3,-2,-4,
5070,2,2,0,25,0,-3,0,3,
5075,-1,1,-27,1,-1,1,-1,-7,
5080,-1,0,19,1,1,-2,-3,0,
5085,-1,1,2,-5,-2,0,2,-1,
5090,-2,-5,-25,-13,-3,2,-1,-4,
5095,-3,-2,11,10,1,-2,-1,-2,
5100,0,6,14,-7,4,-2,1,0,
5105,1,1,-6,13,1,-3,-6,-2,
5110,0,-3,8,-11,-6,-2,-1,0,
5115,-4,0,5,13,7,1,-3,-3,
5120,0,-2,3,-9,-6,-1,-1,1,
5125,0,6,66,16,3,-2,1,0,
5130,0,-2,-44,-15,-3,-4,1,0,
5135,0,-1,6,-3,0,-2,0,-5,
5140,0,-2,-17,11,2,1,-1,0,
5145,-2,-5,-17,-16,-6,0,-1,0,
5150,0,-2,-9,15,-4,-5,-3,0,
5155,1,-2,-5,-8,-3,-1,-1,0,
5160,-1,-2,12,4,3,0,1,-1,
5165,0,2,-2,-2,1,0,0,-1,
5170,-1,-1,-9,-5,-1,0,-2,0,
5175,-4,-4,-12,-1,-1,-2,0,-6,
5180,1,-1,-8,7,-3,-2,-2,1,
5185,0,-1,-6,-6,-3,-3,0,0,
5190,-2,-3,0,-12,-5,-1,-3,-2,
5195,-1,-1,1,-3,-1,0,-2,0,
5200,-2,-1,15,4,1,2,3,3,
5205,-3,-2,-25,1,-1,-1,-4,-3,
5210,0,8,91,17,7,3,2,0,
5215,0,-1,-22,-14,-3,0,-3,-4,
5220,-3,0,-36,3,-3,-4,-3,2,
5225,4,8,20,0,8,4,2,-2,
5230,-3,-8,-29,-6,-7,-5,-1,-1,
5235,-2,0,23,1,-3,1,1,2,
5240,-2,1,-5,-6,-3,-3,-2,-4,
5245,-2,-6,-29,-4,-3,-2,-3,-4,
5250,-1,-1,23,-6,2,3,0,1,
5255,1,3,20,17,6,1,0,1,
5260,-1,-4,-7,-8,-5,-3,-2,-3,
5265,-1,-2,-2,8,0,-2,-1,1,
5270,-4,-4,-16,-5,0,-1,-2,-2,
5275,-2,-4,-17,-4,-6,-8,-1,0,
5280,1,2,8,-3,-1,5,0,0,
5285,0,-1,10,-9,0,-1,-1,1,
5290,0,-4,-13,4,1,-1,-2,0,
5295,-1,-2,-1,-1,-3,-1,2,-1,
5300,0,-3,2,1,1,-1,-3,-2,
5305,-3,0,0,7,-1,-1,2,-1,
5310,0,-2,-18,-3,-4,-2,3,-6,
5315,-4,-4,-9,-8,-2,-2,-1,0,
5320,-3,-5,-12,-1,4,3,0,0,
5325,3,11,76,26,2,0,-4,5,
5330,-2,-2,-32,-13,-8,-5,-5,-5,
5335,-1,-1,-9,-4,-2,3,-2,4,
5340,-3,-2,-4,-10,-3,-5,-1,-7,
5345,-2,-4,-30,0,-2,-3,-2,1,
5350,3,1,1,-7,0,-1,-2,2,
5355,-5,-3,6,-8,3,1,-1,-1,
5360,-1,3,13,17,-2,0,-2,1,
5365,-2,-5,-15,-29,-15,-9,-3,-4,
5370,-3,-3,4,10,-1,-2,1,-2,
5375,-1,-3,-14,-4,-2,-3,-1,0,
5380,-1,-2,0,-4,7,7,1,-1,
5385,1,2,18,17,6,-3,-3,1,
5390,-1,2,-6,-4,1,0,0,-1,
5395,1,-2,2,-6,-10,-1,0,-1,
5400,3,1,2,8,2,-1,-1,-1,
5405,-2,-5,-27,-22,-5,0,-3,0,
5410,-2,-4,-53,1,5,0,-2,-3,
5415,2,7,43,16,4,-1,-2,0,
5420,14,0,7,-2,-4,-6,-3,-1,
5425,-6,-4,-42,-8,-4,0,3,-2,
5430,1,-3,13,12,6,4,-1,-4,
5435,-2,-2,-15,-13,-10,-8,-3,-4,
5440,-6,-12,-4,-22,-23,-3,-2,1,
5445,2,1,-18,27,9,1,-1,-1,
5450,0,6,37,4,-1,-3,4,3,
5455,2,-3,-11,-2,4,3,-1,-1,
5460,-3,1,7,7,7,0,0,-3,
5465,0,-4,-29,-6,2,3,0,-2,
5470,-9,1,0,-15,-7,-2,-1,1,
5475,12,1,8,24,-3,-3,0,-2,
5480,-8,-2,-3,-15,-6,-4,0,0,
5485,-4,-4,-1,1,5,1,-2,-3,
5490,-1,-1,1,8,10,2,1,1,
5495,-3,-1,-2,-18,-7,-5,-1,1,
5500,-1,0,22,0,-6,-4,-1,-3,
5505,1,-1,6,-3,-3,1,-1,-2,
5510,0,0,-4,-7,0,0,-2,0,
5515,-4,2,20,16,12,9,-1,0,
5520,-2,-6,-60,-21,-8,-2,-5,-3,
5525,0,12,99,-1,-7,-10,-2,0,
5530,2,-1,-2,20,-6,-8,-3,-2,
5535,-4,-3,-14,-4,-5,8,7,-1,
5540,-2,0,-12,9,8,3,-3,3,
5545,3,-7,-30,-14,-2,-3,-1,-1,
5550,-10,3,4,-15,-5,0,0,-1,
5555,-3,-1,-9,12,5,-4,-4,-4,
5560,-1,0,2,-5,8,0,0,-2,
5565,-5,-6,-15,3,-1,-2,-2,-2,
5570,2,-4,6,-2,-13,-10,-6,-1,
5575,-1,-3,-11,-15,-7,-1,2,-2,
5580,-3,3,43,9,2,1,0,-1,
5585,-2,-4,-38,-2,2,0,-1,-4,
5590,3,3,12,6,5,1,-1,-3,
5595,-5,0,-8,-21,-7,-4,-2,-2,
5600,-2,0,-40,16,2,-3,-2,-1,
5605,5,3,45,-13,1,3,1,-1,
5610,-11,-5,-17,-3,-5,1,0,-2,
5615,-7,-1,-41,-6,0,-3,-1,-2,
5620,6,-3,-1,-7,-6,-6,-3,1,
5625,-10,-3,-71,18,4,-1,-3,-1,
5630,3,1,-4,-13,-5,-1,0,1,
