Timestamp, Rotation x, Rotation y, Rotation z
29960,-17.4375,50.3125,-16.1875,
29980,-10.625,50.875,-19.3125,
30000,-8.8125,51.5,-24.5625,
30020,-5.9375,51.75,-29.375,
30040,-0.0625,52.3125,-33.625,
30060,6.4375,53.3125,-38.125,
30080,8.4375,49.125,-38.875,
30100,9,47.25,-45.25,
30120,16.125,44.75,-47.1875,
30140,20,39.5,-47.875,
30160,11.25,33.625,-49.125,
30180,10.6875,27.1875,-53.5625,
30200,15.375,19.6875,-54.9375,
30220,22.9375,14.1875,-56.25,
30240,14.9375,5.25,-56.125,
30260,11.9375,-1.6875,-55.4375,
30280,16.8125,-10.875,-52.8125,
30300,21.125,-16,-51.5,
30320,27.8125,-23.25,-46.25,
30340,28.5,-27.875,-44.625,
30360,33.75,-33.125,-39.9375,
30380,35.5,-37,-36.5625,
30400,40.125,-41.3125,-32,
30420,43.375,-43.625,-24.625,
30440,42.0625,-43.6875,-16.25,
30460,37.875,-46.625,-8.5625,
30480,32.6875,-49.1875,-1.875,
30500,35.75,-50,5.5625,
30520,34.125,-47.9375,12.6875,
30540,28.75,-48.1875,18.0625,
30560,17.3125,-45.125,21.8125,
30580,15.8125,-46.375,27.25,
30600,16.1875,-43.0625,33,
30620,16.3125,-40.1875,39.625,
30640,12.375,-37.0625,45.625,
30660,3.25,-30.0625,49.875,
30680,-3.75,-26.9375,53.625,
30700,-4.9375,-25,57.75,
30720,-4.875,-21.625,60.5625,
30740,-7.5,-16.625,61.5625,
30760,-4.375,-10.4375,61.3125,
30780,-9.25,-0.125,59.9375,
30800,-5.625,2.5,60.3125,
30820,-11.0625,5.6875,57.4375,
30840,-11.875,9.8125,57.3125,
30860,-15.625,18.8125,55.75,
30880,-14.875,22.625,51.875,
30900,-18.3125,23.625,46.3125,
30910,-19.3125,26,42.6875,
30930,-17.25,34.375,36.6875,
30950,-15.5625,39.6875,30.5,
30970,-12.6875,40.375,26.375,
30990,-11.4375,43.9375,20.75,
31010,-16.1875,46.6875,15.8125,
31030,-16.4375,46.0625,8.5625,
31050,-15.125,46.1875,1.8125,
31070,-15.125,47.625,-3.8125,
31090,-13.6875,48.3125,-9.1875,
31110,-13.1875,48.4375,-16.3125,
31130,-16.5625,46.25,-21.6875,
31150,-17.625,42.3125,-26.8125,
31170,-18,41.75,-32.875,
31190,-8.875,42.4375,-37.4375,
31210,-2.875,39.875,-42.6875,
31230,-3.0625,35.625,-48,
31250,-3.5,31,-53.5625,
31270,6.375,30.375,-58.1875,
31290,17.6875,26.375,-57.625,
31310,18.5,22.125,-60.8125,
31330,17.4375,14.3125,-60.25,
31350,17.1875,5.0625,-59.875,
31370,18.625,-1.25,-60.0625,
31390,22.125,-4,-57.3125,
31410,24.875,-10.4375,-52.125,
31430,22.125,-18.125,-50.1875,
31450,21.0625,-25.875,-48.625,
31470,22.3125,-31.1875,-43.625,
31490,28.1875,-33.4375,-40,
31510,34.125,-36.0625,-32.625,
31530,33.875,-41.5625,-25.4375,
31550,30.125,-45.6875,-21.375,
31570,34.5625,-49.75,-15.1875,
31590,39,-49.5,-7.5,
31610,35.875,-47.375,-0.625,
31630,28,-45.4375,6.4375,
31650,25.9375,-44.75,13.5,
31670,28.0625,-42,19.9375,
31690,27.5625,-38.8125,26.8125,
31710,22.125,-33.4375,33.0625,
31730,16.3125,-30.5,39.1875,
31750,6.3125,-30.375,44,
31770,7.4375,-29.1875,48.25,
31790,8.4375,-24.5,52.5625,
31810,9.0625,-16.4375,54.8125,
31830,6.75,-8.5,58.0625,
31850,3.625,-6.1875,59.125,
31870,0.4375,-2,58.1875,
31890,-2.1875,5.75,59.5625,
31910,-4.375,10.625,59.5,
31930,-14.0625,13.875,57.9375,
31950,-21.1875,13.5625,55,
31970,-24,14.9375,51.875,
31990,-26,18.75,48.3125,
32010,-32.0625,22.625,42.5,
32030,-33.4375,20.4375,37.4375,
32050,-39.5625,23.125,31.5625,
32070,-34.5,30.4375,29.1875,
32090,-29.9375,37.8125,24,
32110,-27.3125,40.4375,14.625,
32130,-27.9375,38.6875,7.375,
32150,-22.9375,38.625,1.1875,
32170,-17.1875,45.4375,-5.8125,
32190,-13.4375,46.8125,-10.875,
32210,-12.5625,45.9375,-17.4375,
32230,-12.25,46.125,-22.25,
32250,-10.0625,48.5,-26,
32270,-2,50.0625,-28.625,
32290,-3.375,49.5,-32.4375,
32310,-0.375,50.5625,-37.3125,
32330,9.3125,50.0625,-40.25,
32350,19.5,45.875,-40.75,
32370,9.75,39.4375,-44.5,
32390,10.75,31.625,-48.875,
32410,13.8125,25.375,-49.4375,
32430,18,16.8125,-50.0625,
32450,9.9375,6.75,-49.4375,
32470,12.9375,-0.5625,-48.9375,
32490,15.6875,-6.1875,-46.75,
32510,21.6875,-12.5,-43.75,
32530,22.1875,-20.3125,-39.125,
32550,29.125,-24.5625,-37.0625,
32570,33.4375,-31.4375,-34.375,
32590,35.875,-39.5,-29.625,
32610,26.6875,-42.75,-25.625,
32630,29.4375,-47.3125,-20.875,
32650,34.5,-50.0625,-12.4375,
32670,35.375,-50.9375,-6.8125,
32690,31.6875,-49.5625,-1.625,
32710,37.875,-47.0625,4.8125,
32730,40.625,-43.25,11.5625,
32750,37.5,-42,17.625,
32770,36.0625,-37.875,24.1875,
32790,31.875,-37.5625,30.9375,
32810,26.75,-38.375,35.8125,
32830,20.5625,-35.375,37.625,
32850,21.5,-32.625,44.1875,
32870,13.8125,-27.1875,49.1875,
32890,9.375,-24.5,53.875,
32910,5.625,-18.6875,56.9375,
32930,7.9375,-9.25,61.8125,
32950,2,-0.4375,66.9375,
32970,-7.875,4.8125,64.875,
32990,-6.8125,10.75,63.4375,
33010,2.8125,14.5625,66.25,
33030,0.0625,22.4375,65.5625,
33050,-7.1875,19.5,62.75,
33070,-12.875,17.25,57.5,
33090,-16.1875,18.8125,54.3125,
33110,-17.0625,22.375,52.375,
33130,-18.8125,29.3125,42.75,
33150,-29,27.5,37.0625,
33170,-39.125,27.8125,28.625,
33190,-33.5625,30.6875,21.3125,
33210,-29,33.75,11,
33230,-34.8125,32.5,2.3125,
33250,-36.125,35.5625,-4.75,
33270,-25.625,39,-11.3125,
33290,-17.875,41.0625,-17,
33310,-19.1875,47.5,-23.125,
33330,-17.5625,48.875,-25.625,
33350,-13.625,52,-27.5,
33370,-4.4375,53.3125,-31.25,
33390,-1.25,51.8125,-34.5,
33410,-3.6875,47,-37,
33430,-8,44.125,-39.5625,
33450,-5.375,45.125,-41.4375,
33470,4.25,38.75,-42.25,
33490,1.6875,30.75,-46.125,
33510,-6.5625,25.1875,-47.875,
33530,-8.8125,20.3125,-48.75,
33550,-1.8125,13.8125,-49.6875,
33570,4.0625,9.75,-53.8125,
33590,8.4375,3.6875,-55.8125,
33610,15.0625,-1.3125,-56.5625,
33630,16.9375,-6.75,-52.625,
33650,22.0625,-12.25,-49.3125,
33670,19.1875,-15.875,-47.4375,
33690,20.8125,-21.75,-44.75,
33710,21.875,-27.3125,-39.0625,
33730,19.125,-34.25,-36.6875,
33750,21.125,-38.4375,-32.1875,
33770,29.1875,-40.1875,-26.1875,
33790,30.9375,-42.875,-20.75,
33810,27.1875,-45.375,-16.5625,
33830,28.25,-49.3125,-11.8125,
33850,32.4375,-48.5,-5.375,
33870,39.3125,-46.9375,3.875,
33890,42.1875,-43.625,13.4375,
33910,43.25,-40.5625,22.9375,
33930,40.25,-41.25,31.1875,
33950,33.875,-38.5,41.5625,
33970,32.125,-33,46.75,
33990,25.125,-29.8125,53.3125,
34010,14.4375,-28.25,60.375,
34030,6.9375,-21.9375,64.875,
34050,4.375,-17,68.9375,
34070,-0.875,-10,74.5,
34090,-3.875,-3.125,77.9375,
34110,-12.8125,1.0625,75.25,
34130,-20.3125,6.625,71.25,
34150,-20.0625,12.625,65.75,
34170,-19.625,15.625,58.3125,
34190,-26.0625,16.6875,48.875,
34210,-25.1875,18.1875,38.75,
34220,-17.6875,20.8125,28.3125,
34240,-14.8125,27.8125,18.6875,
34260,-14.9375,29.625,13.0625,
34280,-14.25,31,7.375,
34300,-10.5,34.8125,1.1875,
34320,-11.9375,40.125,-4.875,
34340,-14.6875,43,-9.125,
34360,-15.3125,46.125,-11.875,
34380,-10.625,49.9375,-14.3125,
34400,-9.875,53.1875,-17.875,
34420,-7.375,51,-19.9375,
34440,-8.6875,50.0625,-25.3125,
34460,-7.875,48,-26.25,
34480,-4.8125,48.25,-30.0625,
34500,3.9375,42.125,-32.1875,
34520,1.8125,35.0625,-37.25,
34540,-3.25,31.0625,-43.625,
34560,-1.9375,25,-45.875,
34580,4.0625,16.25,-48,
34600,3.9375,8.5,-52.0625,
34620,2.1875,0.375,-55.875,
34640,4.1875,-6.1875,-57,
34660,8.5,-11.75,-58.1875,
34680,12.0625,-18.8125,-57.3125,
34700,19.125,-22.75,-55.1875,
34720,24.375,-24.9375,-52.25,
34740,29.625,-28.0625,-47.1875,
34760,34.4375,-31.875,-40.25,
34780,33.0625,-34.75,-37.25,
34800,40.0625,-39,-30.5625,
34820,47.25,-41,-22.4375,
34840,48.8125,-44.625,-14.125,
34860,41.75,-45.5,-8.25,
34880,37.3125,-47.6875,-0.375,
34900,35.1875,-49.1875,7.4375,
34920,32,-48.75,17.875,
34940,26.125,-44.3125,26.875,
34960,17.5625,-40.875,34.125,
34980,7,-38.4375,40.4375,
35000,-0.1875,-36,48.0625,
35020,2,-33.25,53.375,
35040,2.4375,-28.375,56.3125,
35060,-4.625,-23,60.8125,
35080,1.75,-19.0625,62.75,
35100,-1.6875,-15.875,65.875,
35120,-1.75,-10.75,67.8125,
35140,-0.625,-2.0625,67,
35160,5,3.625,67.5625,
35180,6.4375,9.4375,66.4375,
35200,-1.8125,16.1875,63.0625,
35220,-5.625,22.125,60.5,
35240,-6.5625,28.25,56.9375,
35260,-11.5,29.4375,50.25,
35280,-21.125,27.75,42.3125,
35300,-27.375,25.625,34.6875,
35320,-32.5625,22.875,26.625,
35340,-30.0625,22.25,17.3125,
35360,-29.6875,25.875,8.125,
35380,-31.125,27.6875,0.1875,
35400,-31.5625,28.1875,-6.3125,
35420,-29.6875,30.8125,-12.75,
35440,-26.0625,36.4375,-19.875,
35460,-23.625,38.625,-24.0625,
35480,-31.875,40.75,-29.0625,
35500,-29.75,39.75,-31.75,
35520,-21.4375,47.125,-38.5,
35540,-6.0625,52.875,-37,
35560,-3.6875,53.9375,-37.0625,
35580,-9.6875,55.0625,-41.875,
35600,-6.25,53.4375,-43.8125,
35620,5.9375,54.3125,-44.1875,
35640,4.0625,50.75,-42.5,
35660,-1.3125,44.75,-44.8125,
35680,4.8125,40.25,-45.3125,
35700,13.125,37.75,-47.625,
35720,12.9375,29.3125,-45.375,
35740,3.875,20.5,-46.125,
35760,-0.0625,14.3125,-48.5625,
35780,10.625,7.375,-47.0625,
35800,17.375,2.625,-43.1875,
35820,17.5,-7.375,-39.5625,
35840,12.5,-13.75,-42.4375,
35860,18.375,-19.4375,-40.625,
35880,24.5625,-24.125,-34.875,
35900,30.9375,-28.5,-30.375,
35920,26.8125,-30.3125,-27.5,
35940,31.25,-36.6875,-26.875,
35960,36.75,-42.375,-24.8125,
35980,38.3125,-45.25,-20.875,
36000,36.5,-49,-16.1875,
36020,28.6875,-53.9375,-12,
36040,29.1875,-58.5625,-11.25,
36060,30.875,-58.8125,-6.6875,
36080,32.6875,-59.9375,-0.375,
36100,27.5625,-58.3125,3.0625,
36120,26.6875,-57.5,7.125,
36130,29.375,-54.125,12.8125,
36150,28.5,-51.625,20.0625,
36170,23.375,-50.6875,26.375,
36190,22.0625,-47.4375,31.625,
36210,21.0625,-41.1875,37,
36230,19.0625,-39.9375,43.25,
36250,16.1875,-35.8125,46.6875,
36270,16.9375,-27.1875,50.625,
36290,18.875,-20.5,52.75,
36310,14.25,-17,54.875,
36330,5.0625,-13.0625,56.1875,
36350,5.0625,-8.5,56.625,
36370,4.875,-3.0625,57.4375,
36390,3.125,4.5625,57.0625,
36410,-2.75,12.5625,56.125,
36430,-7.375,18.8125,51.3125,
36450,-8,19.125,47.3125,
36470,-10.75,22.9375,43.1875,
36490,-14.375,28.375,39.6875,
36510,-15.8125,32.1875,35.875,
36530,-17.0625,35.3125,29.875,
36550,-17.4375,36.3125,24.4375,
36570,-20.625,40.5,18.625,
36590,-22.8125,44.25,13.875,
36610,-19.0625,45.75,7.875,
36630,-22.875,45.9375,1.8125,
36650,-26.25,45.8125,-3.875,
36670,-23.375,45.4375,-7.5,
36690,-19.375,45.5,-12.6875,
36710,-20.125,44.25,-17.4375,
36730,-17.1875,42.25,-20.5,
36750,-15.0625,41.6875,-23.8125,
36770,-15.9375,42.25,-27.3125,
36790,-10.1875,42.875,-31.0625,
36810,-5.4375,43.3125,-30.875,
36830,-0.3125,42,-30.3125,
36850,-1,41.75,-31.3125,
36870,-1.0625,38.8125,-32.4375,
36890,1.9375,36.0625,-31.3125,
36910,9.4375,33.25,-31.1875,
36930,6.25,28.0625,-28.375,
36950,7.8125,26.625,-27.5,
36970,10.625,24.125,-25.5,
36990,15.3125,22.125,-23.9375,
37010,16.9375,19.4375,-19.9375,
37030,12.9375,18.6875,-18.8125,
37050,16.9375,15.125,-12.9375,
37070,23.125,13.8125,-13,
37090,13.875,11,-9.625,
37110,8.25,9.5,-11,
37130,6.625,4.3125,-9.375,
37150,9.5625,1.125,-9.25,
37170,4.8125,-3.6875,-9.625,
37190,-2.1875,-5.8125,-9.875,
37210,-2.1875,-8.25,-9.9375,
37230,1.3125,-8.0625,-7.4375,
37250,6.8125,-4,-7.25,
37270,4.4375,-1.5,-3.125,
37290,5.625,0.5,-2.375,
37310,1.125,-2.5,-1.375,
37330,6.0625,-4.0625,-1.8125,
37350,3.375,-2.25,-1.4375,
37370,-0.4375,-0.75,-0.3125,
37390,-1.5,-0.75,-0.375,
37410,-2,-2.3125,-0.8125,
37430,-1.25,-2.625,-0.9375,
37450,3.1875,0.0625,-1.6875,
37470,3.625,0.25,-0.6875,
37490,3.0625,0.0625,-2.4375,
37510,1.8125,1.1875,-0.8125,
37530,2.8125,0.5625,-1.1875,
37550,2.0625,-1.125,-1.6875,
37570,10,2.625,-8.1875,
37590,15.0625,2.875,-7.0625,
37610,23.875,4.3125,-10.75,
37630,22.875,2.625,-11.6875,
37650,24.1875,4.25,-12.4375,
37670,31.3125,6.0625,-10.1875,
37690,32.1875,8.375,-8.1875,
37710,26.25,10,-7.6875,
37730,30.8125,7.1875,-2.5,
37750,221.688,16.5625,55.3125,
37770,396,-42.125,-7.4375,
37790,69.25,25.375,-11.3125,
37810,-348.5,37.5,-50.125,
37830,-320.688,27.25,-27.625,
37850,-8.9375,9.8125,-0.0625,
37870,148.625,-5.4375,8.1875,
37890,66.5625,0.4375,-1.875,
37910,182.125,-13.5,59.8125,
37930,181.125,-15.6875,-27.5625,
37950,-137.438,18.4375,-43.625,
37970,-277.625,23.1875,-33.6875,
37990,-126,11.125,-9.75,
38010,62.9375,0,4.6875,
38030,66.5625,1.5625,8.5625,
38050,-14.5,7.25,-2.9375,
38070,-31.25,6.3125,-3.3125,
38090,15.6875,2.1875,1.0625,
38110,28.0625,2.6875,4.875,
38130,2,6.0625,3.875,
38150,-22,7.25,2.3125,
38170,-21.8125,7.25,3.8125,
38190,-4.6875,5.9375,7.4375,
38210,1.4375,4.9375,6.6875,
38230,-5.375,5.625,4.3125,
38250,5.25,3.8125,5.5,
38270,19.25,4.8125,4.875,
38290,17,5.875,4,
38310,8.125,5.25,1.0625,
38330,0.9375,0.9375,1.0625,
38350,1.5625,-0.375,-0.375,
38370,4.375,0.4375,0.375,
38390,1.875,0.3125,2.8125,
38410,-7.5625,-1.0625,1.9375,
38430,-8.4375,-2.75,1.875,
38450,-2,0,1.125,
38470,-1.375,4.125,3.375,
38490,-3.75,4.1875,3.5,
38510,-4.375,0.3125,3.25,
38530,-0.9375,-0.375,2.75,
38550,3,0.625,1.125,
38570,3.875,0.6875,1.5625,
38590,2.25,-0.125,1.75,
38610,0.6875,-1.4375,2.125,
38630,2.5625,0.9375,1.875,
