Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8
18215,-15,-23,-3,13,-14,-9,-20,-18,
18220,-4,-3,11,-48,1,5,6,-11,
18225,3,22,31,-13,13,17,19,18,
18230,15,0,-1,65,38,28,27,-6,
18235,-11,16,3,26,14,-16,-1,7,
18240,5,5,-39,-27,-16,-7,1,4,
18245,-15,-14,-16,-5,-30,-6,-10,-12,
18250,5,-12,17,-22,-4,3,1,-11,
18255,-14,1,19,22,15,11,18,-14,
18260,0,4,-6,-13,-5,-10,-37,1,
18265,12,0,9,-17,-7,2,-11,8,
18270,1,19,-24,5,-26,-6,-11,-22,
18275,7,7,11,-43,7,-2,3,1,
18280,-6,-12,26,44,3,-5,11,22,
18285,-3,-9,11,-15,9,9,-1,-5,
18290,-15,-14,-2,-7,12,13,-4,-8,
18295,16,7,-5,-37,-31,-15,-19,-13,
18300,-20,-13,-36,55,-1,-19,5,10,
18305,9,-9,12,21,-12,-10,-18,-8,
18310,34,34,3,19,15,18,16,-1,
18315,-3,18,-4,-9,6,3,-1,18,
18320,-19,-14,24,-31,0,-9,0,-14,
18325,-21,-32,-15,27,22,13,-6,-11,
18330,-10,-20,3,-19,-22,-10,0,0,
18335,18,10,-15,-28,-21,-1,-2,-4,
18340,8,10,14,53,34,4,1,14,
18345,6,6,12,2,-39,-13,16,1,
18350,-10,-3,-10,22,39,6,-6,-4,
18355,12,17,0,12,-17,15,3,-2,
18360,-22,-13,29,-26,5,-24,-20,-14,
18365,-2,-20,8,7,28,24,33,14,
18370,15,19,-14,-9,-21,-17,-16,-16,
18375,-9,-31,-16,5,-32,-22,-11,6,
18380,10,14,15,1,44,25,12,-2,
18385,29,27,-23,-45,-13,-9,-19,-2,
18390,-19,-25,38,55,20,24,36,-11,
18395,-8,-10,-22,16,31,-9,-22,-7,
18400,-1,-1,-29,-60,-69,-30,-37,8,
18405,-11,1,20,4,-24,7,10,3,
18410,-5,-11,-16,-49,-8,-2,15,-2,
18415,0,2,28,82,92,10,3,-15,
18420,8,-2,-11,56,12,43,56,-10,
18425,-17,-12,-30,-74,-66,-37,-75,-10,
18430,-3,-1,-8,-31,-41,-27,0,-25,
18435,19,10,11,-7,0,11,19,101,
18440,21,6,2,-82,-1,7,9,8,
18445,-10,32,-4,114,86,18,15,-18,
18450,-18,-36,-20,-42,-4,18,7,-20,
18455,-25,-23,7,-17,-66,-49,-37,-23,
18460,0,-7,-23,-23,-65,-28,-25,-2,
18465,-18,-27,25,-13,12,-5,16,6,
18470,39,28,-1,58,56,10,-6,24,
18475,-8,29,-15,-10,35,42,40,-16,
18480,-8,-20,-4,-87,-34,-11,-36,-12,
18485,-9,-17,1,37,-53,-25,-6,0,
18490,-19,-8,-3,2,2,-13,-8,22,
18495,24,-1,3,57,31,23,29,-9,
18500,-3,15,11,-72,-12,2,-19,-4,
18505,14,28,-6,37,39,11,14,-21,
18510,0,-3,-25,-56,-50,-28,-18,47,
18515,3,0,4,-2,-21,-11,-9,7,
18520,-29,-36,5,29,29,3,15,-18,
18525,-8,-1,50,77,84,28,42,-15,
18530,9,26,-48,-48,-51,-16,-63,42,
18535,10,-28,-30,-75,-93,-20,-10,-25,
18540,-3,-8,-1,51,14,-19,7,-14,
18545,16,-21,-2,38,48,12,-15,23,
18550,-10,48,6,-61,28,29,52,-16,
18555,-2,-5,-28,42,18,-6,-25,5,
18560,2,14,0,-47,-33,1,2,-16,
18565,26,27,2,23,-10,6,-9,4,
18570,-17,-18,-2,14,15,-3,1,18,
18575,-24,-2,9,-21,9,13,11,-26,
18580,9,-24,6,82,15,18,21,9,
18585,-12,4,-8,-2,15,-13,12,-17,
18590,24,7,18,14,22,6,-30,44,
18595,-13,-26,-8,-78,-48,-41,-28,-17,
18600,-12,0,-9,30,-33,-1,25,11,
18605,10,0,-5,-85,-30,-3,11,18,
18610,-2,-16,40,29,49,21,64,-31,
18615,11,24,-57,108,87,17,-18,-5,
18620,4,13,13,-16,-9,-3,-19,6,
18625,5,15,-6,-61,-55,-21,-30,0,
18630,-20,-26,-22,-13,-4,-8,16,-2,
18635,3,-3,45,20,48,11,6,5,
18640,8,25,-25,-85,-65,-15,9,4,
18645,-12,-11,12,-14,-44,-3,9,-12,
18650,-2,-1,-32,-25,-38,-47,-57,-32,
18655,-19,-11,18,2,-13,15,14,24,
18660,21,-13,-16,13,50,-5,-11,3,
18665,-1,-3,17,39,60,18,32,58,
18670,7,7,5,9,-41,6,-37,-35,
18675,-15,-7,-2,-31,-68,-38,-13,-11,
18680,10,10,12,74,40,11,12,-17,
18685,2,19,-5,-44,-25,-9,-31,19,
18690,3,-3,-5,51,34,16,18,-2,
18695,-22,-8,50,53,63,24,25,-17,
18700,4,11,-34,-1,14,8,-25,3,
18705,-6,-21,-23,-56,-86,-37,-25,-3,
18710,0,-1,26,-29,-16,-2,-24,-29,
18715,-2,5,5,43,50,30,77,9,
18720,18,7,15,-31,5,-1,-31,30,
18725,-7,-4,16,-9,34,24,8,-33,
18730,-15,2,-5,-8,-21,-14,-4,-10,
18735,11,-20,-26,-65,-87,-45,-33,-10,
18740,-25,-18,4,13,8,22,17,-14,
18745,9,29,36,34,-2,0,14,-3,
18750,-6,-5,46,-74,52,49,42,-1,
18755,28,36,-65,80,-12,-13,-52,-16,
18760,-17,-15,25,6,-30,-48,-21,24,
18765,-2,-14,0,-46,-26,-12,-25,-18,
18770,-11,-20,14,34,35,10,32,23,
18775,-11,-8,55,-35,4,20,12,-20,
18780,11,21,-13,-23,23,22,16,1,
18785,-18,-14,-25,36,15,5,6,-10,
18790,11,22,-2,69,-6,-13,-34,-22,
18795,18,10,-8,-55,-18,12,0,68,
18800,0,-16,-23,64,32,17,1,-30,
18805,-8,-1,6,-40,22,2,5,3,
18810,1,-10,-6,-57,-69,-26,0,21,
18815,-12,3,-33,66,0,8,-35,-35,
18820,-6,-9,-13,-96,-41,-19,-7,37,
18825,24,-19,-9,57,13,-1,13,-5,
18830,12,29,13,18,31,-2,-8,15,
18835,-18,7,36,-11,9,16,21,-31,
18840,-14,-23,-43,-27,-45,0,-13,-36,
18845,1,-26,-26,21,-36,-41,-30,45,
18850,0,-5,13,8,-25,-9,-10,-14,
18855,6,1,23,-34,25,0,29,8,
18860,-6,8,-11,59,48,28,15,-19,
18865,-6,9,-10,-45,-12,-3,-15,-22,
18870,-1,-10,-1,-34,20,2,0,0,
18875,-2,-4,-18,11,-25,2,7,19,
18880,1,-4,41,-13,-11,-11,12,-9,
18885,7,14,-17,-13,1,4,-4,10,
18890,-4,21,-26,-9,-4,-26,-28,-1,
18895,-1,0,23,7,67,37,30,0,
18900,9,-16,-8,-2,-50,-10,-31,2,
18905,-11,18,-15,-22,-50,-41,-11,-3,
18910,-13,-28,1,-22,-27,-4,10,-20,
18915,-2,-15,15,-21,3,-13,-7,22,
18920,6,10,44,73,74,26,33,6,
18925,5,26,-21,8,31,34,13,-13,
18930,-6,-22,-45,-46,-69,-11,-23,19,
18935,-3,5,-23,10,-34,-22,-15,-7,
18940,-4,-3,-3,21,41,10,16,11,
18945,6,-24,-2,-34,19,-1,-9,-6,
18950,-5,-5,34,27,13,-3,4,-26,
18955,-8,-8,-43,-59,2,6,-9,22,
18960,7,24,24,29,2,-10,-1,20,
18965,2,1,-14,-53,-24,-3,-10,-19,
18970,3,9,6,65,19,11,-4,-5,
18975,-11,-5,11,-41,-24,-5,5,14,
18980,-2,-18,14,-6,20,-6,15,-20,
18985,-3,15,-13,21,1,-7,-21,15,
18990,21,6,7,13,21,14,19,15,
18995,-10,-31,22,-63,-39,-14,-11,-29,
19000,7,19,-19,74,76,32,11,18,
19005,-7,-6,16,-18,14,4,25,25,
19010,-15,-14,-42,-68,-45,-10,-16,-14,
19015,12,7,30,-6,-35,-18,-9,-40,
19020,-42,-37,-37,-71,-17,-22,-17,3,
19025,36,25,18,118,34,17,14,1,
19030,6,36,14,39,36,14,15,-2,
19035,22,24,-11,-29,20,7,-1,6,
19040,-21,-9,13,-39,-57,-14,-19,-16,
19045,-11,-22,8,17,22,-3,-22,2,
19050,-19,-31,-32,76,10,14,27,-6,
19055,22,15,11,-5,-9,-4,-7,7,
19060,27,-1,-18,-30,-21,-12,-8,30,
19065,-24,-1,19,-19,-2,11,4,-18,
19070,1,-6,-20,15,5,-10,-17,4,
19075,-15,6,-10,21,18,-12,-2,-7,
19080,2,-3,10,-7,1,0,-8,-22,
19085,-10,-13,26,-43,-28,-5,-2,0,
19090,3,-30,28,4,2,5,7,-3,
19095,-14,0,9,-3,8,-13,-21,28,
19100,-1,17,-7,8,-2,3,12,17,
19105,30,26,-39,-29,-12,-6,-5,-20,
19110,5,22,17,-30,-4,-1,8,-18,
19115,0,-20,-2,96,12,6,20,2,
19120,-6,6,19,-53,-5,8,0,-10,
19125,-22,-30,-19,-19,-26,-8,-12,-2,
19130,3,-15,18,2,11,-2,12,4,
19135,11,21,-11,70,59,5,-4,9,
19140,2,-1,-13,40,5,-4,-15,-19,
19145,-4,7,-5,-29,-21,3,15,0,
19150,8,-5,13,-43,-4,5,3,18,
19155,-1,11,4,-46,-32,-3,2,-8,
19160,-10,-4,18,20,-3,-11,-9,-14,
19165,7,-8,-4,61,21,-1,-14,-1,
19170,-37,6,15,-19,3,-9,-18,-21,
19175,8,-47,-9,-73,-41,1,1,11,
19180,36,38,-6,2,21,10,20,6,
19185,18,25,47,11,18,7,-3,-7,
19190,-12,10,-18,3,-12,-2,-7,7,
19195,-20,-28,-13,-53,-6,5,12,-28,
19200,-14,-9,16,47,-40,-28,-14,-17,
19205,-9,-38,-16,-4,1,-4,6,13,
19210,2,-3,-1,-31,6,0,8,21,
19215,6,21,24,11,34,15,2,-12,
19220,-15,1,-16,16,21,23,6,-8,
19225,6,-13,-39,-59,-58,-7,-15,2,
19230,0,-13,9,-37,-36,-24,-19,17,
19235,9,26,-42,9,1,-8,5,-1,
19240,6,24,31,2,23,3,7,2,
19245,-14,-12,-16,19,36,11,12,-13,
19250,-6,1,-14,4,-19,-1,0,-6,
19255,-22,-29,9,-8,-12,-1,-14,2,
19260,-13,-44,18,-10,-10,-2,1,-22,
19265,36,80,7,13,8,-2,7,21,
19270,19,16,-23,-12,-10,-3,5,-1,
19275,-17,11,22,32,11,-1,14,-10,
19280,-15,-7,-3,5,24,6,-3,17,
19285,-15,-33,-21,34,18,3,-3,-18,
19290,8,-7,3,2,9,3,7,1,
19295,7,12,12,-3,-8,1,-7,-10,
19300,6,-9,3,6,-7,2,-2,2,
19305,-6,-8,26,-16,3,-12,-4,5,
19310,-3,14,-3,45,5,1,-6,-17,
19315,6,-8,-27,-32,5,7,10,26,
19320,5,28,-34,-25,-18,-7,-2,-10,
19325,-17,-40,15,-13,-6,-7,-7,4,
19330,15,28,17,-18,-2,3,8,-20,
19335,-10,-14,15,57,10,-11,-19,2,
19340,16,9,-17,20,-6,-3,5,1,
19345,-23,-1,7,-3,6,-2,-3,-14,
19350,1,-35,0,0,7,7,13,19,
19355,23,20,4,-75,-38,-3,9,8,
19360,-14,-4,9,34,-20,-6,-7,-13,
19365,-17,-12,6,63,60,11,4,26,
19370,-5,3,-4,101,36,5,2,-4,
19375,12,13,17,-75,-72,-18,-26,-1,
19380,-7,-22,6,-28,-23,-3,7,-9,
19385,-5,-3,-6,-48,-24,-7,-2,-3,
19390,3,-27,-10,29,13,6,5,-6,
19395,9,24,-39,71,27,3,1,20,
19400,-1,2,31,0,35,13,5,-2,
19405,-2,26,-17,-4,-6,6,6,-6,
19410,-24,-21,-18,-33,-26,-19,-13,-17,
19415,-8,-27,5,-26,-20,-16,-17,-12,
19420,41,42,13,-29,-10,4,22,74,
19425,-14,10,5,11,4,6,11,-14,
19430,5,6,14,-65,-2,8,-20,-8,
19435,-41,-10,-1,110,46,10,3,-29,
19440,10,-10,3,-12,-20,-11,-30,21,
19445,6,-7,26,4,-9,-15,-4,-10,
19450,-7,-9,-21,-61,-40,-13,5,0,
19455,-13,-8,-3,-12,3,-2,-9,17,
19460,4,8,17,-1,18,13,18,-10,
19465,-8,-10,17,-15,7,-3,-26,-14,
19470,8,-1,-5,34,39,22,13,41,
19475,20,3,5,-23,-37,-7,4,-19,
19480,-25,-15,-24,17,2,-14,-21,-20,
19485,3,-12,25,-43,-4,-13,-10,-10,
19490,27,46,-2,61,-12,2,20,18,
19495,-5,-13,-26,-26,18,3,2,-1,
19500,-7,-4,-25,-12,-15,13,-17,-6,
19505,-17,4,17,17,13,-5,-7,-19,
19510,5,-12,19,-27,13,4,7,9,
19515,9,-10,-13,-14,-61,-19,14,25,
19520,0,8,11,-25,-44,-29,-2,-11,
19525,-16,3,-2,56,59,13,43,-4,
19530,0,-12,7,36,37,19,12,-3,
19535,2,-14,-4,-6,-37,17,-13,-6,
19540,-29,-41,-11,-41,-7,-22,-1,-13,
19545,28,32,2,71,26,29,3,20,
19550,0,22,3,12,-3,-16,-23,-32,
19555,-3,2,-5,-48,-13,-13,-23,-35,
19560,4,5,5,-30,-21,0,-4,26,
19565,9,-23,-16,48,-19,-10,11,6,
19570,-14,-7,-21,-11,53,15,-19,-22,
19575,19,18,15,25,31,17,38,17,
19580,-1,1,-20,-34,-32,-6,-3,-12,
19585,-1,-20,-6,-67,-75,-25,-2,13,
19590,-3,-9,-7,-24,-31,-12,-3,16,
19595,-8,11,1,73,67,5,13,-17,
19600,2,5,8,-5,63,26,12,11,
19605,-9,-6,-12,-63,-14,2,-5,-38,
19610,9,18,-11,-6,-53,-21,-5,66,
19615,0,-26,18,-41,-38,-19,-19,-27,
19620,-25,7,33,86,75,15,16,-13,
19625,12,-7,-19,-44,-15,-6,-37,28,
19630,-17,-15,44,-35,-12,-6,22,-28,
19635,-2,2,-20,10,25,-3,3,16,
19640,2,-15,-2,-19,-71,-19,-31,-28,
19645,17,22,16,40,43,3,19,9,
19650,-8,-1,17,-15,73,40,0,-9,
19655,20,24,-8,-65,-46,-20,-24,2,
19660,-14,-28,-33,40,-80,-18,17,-13,
19665,-25,-17,-10,-31,19,-8,-3,-22,
19670,5,6,-7,45,33,0,-17,8,
19675,23,20,16,31,85,21,19,9,
19680,1,20,5,-30,-79,-28,-54,-32,
19685,-3,-20,-9,-49,-37,2,-18,26,
19690,8,13,-28,38,4,-4,2,-4,
19695,-32,-24,23,70,62,29,-5,-5,
19700,7,13,-3,-82,40,-10,-1,5,
19705,-7,-24,-18,6,-126,-7,12,-13,
19710,-1,4,2,4,27,-21,-27,-12,
19715,0,31,14,-48,-31,-9,-10,10,
19720,14,-16,18,73,71,42,61,18,
19725,4,20,-14,6,59,17,10,22,
19730,-9,3,14,-81,-87,-23,-5,-17,
19735,-3,-14,-36,85,5,13,-4,-9,
19740,-12,6,6,15,8,4,13,3,
19745,26,-1,6,-109,-88,-29,-19,-8,
19750,-5,-13,22,112,37,-4,-13,-33,
19755,14,12,34,13,38,20,10,84,
19760,9,28,-12,-4,28,7,-14,-13,
19765,-18,-38,-5,100,25,20,3,-12,
19770,11,13,-10,-128,-47,-11,-1,-18,
19775,-14,4,17,-18,-9,19,18,-7,
19780,-3,-8,12,-8,28,-12,-23,0,
19785,4,16,-17,58,-31,-31,-5,25,
19790,-11,-31,1,-80,-46,-4,18,-8,
19795,3,7,-10,34,36,2,1,-2,
19800,15,7,-6,69,84,43,24,20,
19805,0,19,15,11,54,-5,-14,-28,
19810,-14,-11,-41,-55,-88,-17,2,12,
19815,-6,-32,11,-49,-50,-18,3,-8,
19820,10,10,5,-36,-25,-15,-27,-7,
19825,-27,-13,36,44,43,3,1,-27,
19830,-7,-8,1,-30,-14,12,-4,53,
19835,39,10,0,18,-22,-15,3,14,
19840,-3,27,14,14,-22,-3,23,-11,
19845,8,27,23,53,79,55,18,-4,
19850,-31,-13,-5,13,69,10,-28,-28,
19855,-39,-50,-35,-82,-107,-54,-59,-46,
19860,20,-10,30,7,10,-16,21,38,
19865,10,24,33,-27,15,-7,10,43,
19870,25,-6,7,88,59,32,12,-16,
19875,-24,-5,14,-5,78,24,9,-27,
19880,-11,-13,-11,-37,-33,-25,-11,-15,
19885,-6,-8,-40,-88,-113,-41,-24,-10,
19890,19,4,12,-19,-33,-12,-8,7,
19895,-17,-6,35,17,-3,1,-5,-12,
19900,-22,-21,9,47,75,31,35,-4,
19905,60,37,-28,42,46,22,31,61,
19910,-9,-9,-13,28,-14,5,8,-1,
19915,18,26,-7,-43,-5,9,-1,-11,
19920,-27,0,-34,-28,-6,-17,-31,-10,
19925,-14,-24,29,-42,-55,-23,9,-32,
19930,-6,4,-36,3,46,-7,4,3,
19935,7,12,-17,32,5,12,19,-16,
19940,5,-15,8,6,-3,-1,-31,18,
19945,-3,-13,18,-34,8,-5,10,23,
19950,1,9,-3,37,-37,-10,-4,1,
19955,-11,15,-16,-21,-24,-2,7,-13,
19960,5,-21,11,0,40,17,-9,-12,
19965,2,19,-14,6,5,6,4,16,
19970,-11,3,23,20,46,-2,9,-24,
19975,4,6,-25,-74,-66,-51,-32,11,
19980,8,4,-26,83,-40,14,7,4,
19985,-20,-35,3,-4,9,-11,-4,1,
19990,32,17,27,50,37,20,23,17,
19995,-5,-4,18,-66,23,0,9,-16,
20000,-12,-14,-33,43,0,-8,-2,-6,
20005,-11,-22,-24,-25,-1,26,-12,-16,
20010,8,26,13,-41,-23,-12,-10,0,
20015,2,-10,10,-22,-55,-32,-3,7,
20020,-9,-3,2,8,-7,-8,-5,-10,
20025,7,-6,-8,26,53,17,4,-9,
20030,6,22,6,-3,1,3,-16,-14,
20035,-6,-3,-18,2,21,1,6,-10,
20040,-5,-2,13,-57,8,15,21,45,
20045,-11,-32,-19,-30,-58,-10,-14,-37,
20050,22,12,5,25,5,-14,-1,13,
20055,2,27,4,-56,-14,8,7,-5,
20060,-15,-20,16,37,14,-8,15,-27,
20065,7,-8,-17,-12,11,-2,-17,15,
20070,-31,-18,16,-51,-57,-6,-15,16,
20075,34,9,-28,48,51,-6,-7,-16,
20080,17,10,9,28,-11,-3,3,18,
20085,-4,17,7,-49,22,13,4,-19,
20090,-19,-20,-5,-7,11,-1,8,-6,
20095,-22,-3,34,60,69,22,4,12,
20100,-2,3,5,-59,-35,2,-24,-19,
20105,-10,-5,7,5,-9,-27,-6,-13,
20110,18,22,-10,31,6,6,11,79,
20115,26,5,-14,2,-3,8,0,-6,
20120,-11,-10,-2,-14,-7,-8,3,-5,
20125,8,5,9,-13,-18,5,-10,-16,
20130,-41,-31,21,-93,-11,-2,-4,-12,
20135,15,4,9,119,7,-9,-4,5,
20140,8,3,14,-18,16,6,-9,-15,
20145,-7,-4,-6,1,-8,-10,10,57,
20150,38,0,-27,-1,12,8,5,-32,
20155,-14,25,15,18,30,31,22,9,
20160,-14,-12,-25,-64,-40,-27,-34,-20,
20165,-11,-9,10,0,-38,-25,-13,-24,
20170,3,-14,23,41,0,-1,9,16,
20175,-5,15,-18,-5,25,13,5,-5,
20180,8,7,-12,-29,28,2,-3,-11,
20185,-3,2,20,16,-21,9,13,49,
20190,11,10,-2,41,-43,-28,-13,-6,
20195,-26,-35,28,7,8,-8,-8,-22,
20200,-2,-28,15,-36,-2,3,-4,6,
20205,24,41,-23,19,47,19,9,4,
20210,1,33,34,24,15,7,-4,-33,
20215,-17,-8,-16,7,-25,-6,-7,25,
20220,-11,-22,8,7,-9,-2,2,-21,
20225,-1,0,20,15,2,-5,-2,-10,
20230,-8,-1,-8,-16,9,-1,-3,33,
20235,5,-42,-14,15,-27,-1,-1,3,
20240,24,40,11,14,-16,1,9,6,
20245,-7,11,-4,-6,6,-1,3,-3,
20250,-18,-9,-15,-24,-4,5,1,-30,
20255,-15,-20,2,0,3,-6,-14,13,
20260,-9,-16,30,51,32,-8,3,-2,
20265,11,15,8,-98,-58,-9,-7,3,
20270,8,5,-31,96,5,8,11,19,
20275,-8,-16,30,-20,-15,-7,-6,-16,
20280,27,56,-14,-8,-8,2,7,33,
20285,-30,-22,1,20,30,2,-5,-32,
20290,-25,-46,-5,-51,1,-8,-6,-4,
20295,45,18,6,-13,-25,-2,7,52,
20300,-9,13,-23,-17,-28,-8,-12,-19,
20305,-30,-35,-15,18,16,-1,-4,-12,
20310,15,6,-18,18,3,-2,-5,-10,
20315,-25,12,-3,-46,-13,-8,-5,-10,
20320,27,6,10,-28,37,7,14,23,
20325,25,14,-19,-9,-20,13,11,10,
20330,-17,-8,-7,9,-14,-7,-12,-33,
20335,-15,-32,2,-15,-5,-6,-2,-6,
20340,-10,1,-2,-8,-8,-2,-10,-9,
20345,6,13,-2,35,27,9,19,2,
20350,0,8,-1,-23,0,-1,0,0,
20355,11,-4,11,28,31,17,7,-23,
20360,-15,-27,-15,-18,-40,-11,-9,-9,
20365,2,31,0,27,0,-11,-10,7,
20370,-5,5,10,-47,-33,-9,-5,-23,
20375,-19,-19,-19,-18,17,3,-2,24,
20380,10,26,13,2,5,11,11,14,
20385,23,4,38,-11,5,-2,-16,-21,
20390,-18,-4,-17,7,15,20,28,1,
20395,17,-4,-32,16,-9,-22,-19,15,
20400,-23,-50,18,-15,-20,-14,-6,-19,
20405,1,33,-23,1,3,-2,-17,-16,
20410,11,-41,0,-29,-8,0,1,-15,
20415,-4,30,15,14,24,8,5,2,
20420,-17,-25,7,-14,-22,-11,5,-3,
20425,2,-9,-7,1,-13,-4,-3,-16,
20430,-5,-19,-16,9,22,17,0,11,
20435,0,8,11,-1,1,4,-1,-18,
20440,-15,8,-5,-9,4,-1,-6,-4,
20445,-6,-17,4,-20,9,-4,12,-16,
20450,-7,3,-15,3,-33,-18,1,32,
20455,14,4,10,-1,10,12,-6,-13,
20460,2,47,23,40,26,9,-3,-1,
20465,-27,-32,-17,-43,-43,-18,2,1,
20470,24,1,24,-16,-15,-24,-7,-7,
20475,-18,-21,-13,-43,-24,1,5,44,
20480,-2,-20,2,-14,-8,18,7,-7,
20485,12,23,-24,60,21,2,2,10,
20490,-4,-14,26,-3,24,13,-18,3,
20495,-2,1,-4,19,-4,7,27,1,
20500,29,2,3,-31,-8,0,-5,49,
20505,-9,6,-6,-20,-4,5,1,-11,
20510,0,24,-25,19,-5,-14,6,-35,
20515,-22,-4,27,41,51,12,-1,-14,
20520,12,1,-17,-69,-31,-7,26,-3,
20525,-8,-21,6,67,-28,-17,-46,-11,
20530,11,-29,-24,-25,-4,-12,12,-31,
20535,6,17,-4,-41,-19,-1,0,4,
20540,-10,6,1,96,61,20,13,-28,
20545,7,-11,17,-82,22,3,-1,11,
20550,-19,5,18,6,2,-3,0,12,
20555,9,16,30,47,28,13,-6,-22,
20560,13,25,-38,-26,-50,5,-12,41,
20565,-11,-13,5,15,-50,-35,2,5,
20570,4,-15,37,6,19,9,-6,-8,
20575,4,3,35,32,36,14,29,-10,
20580,-3,18,5,-20,56,-13,-53,-20,
20585,-16,-6,-12,33,11,32,-11,-19,
20590,-22,-14,22,-5,-40,-31,-9,7,
20595,25,14,-13,-101,-99,-31,-18,-18,
20600,17,23,23,51,41,5,27,13,
20605,32,15,-10,35,50,34,31,77,
20610,1,19,1,-62,-8,0,-19,-3,
20615,-40,-29,-6,-45,-25,-8,-26,-51,
20620,5,1,2,39,5,-12,-15,34,
20625,-18,-6,11,-47,-45,1,1,3,
20630,1,-20,17,95,54,22,44,3,
20635,45,54,-4,-19,25,-21,-19,59,
20640,-40,-32,19,-9,-12,4,13,-29,
20645,6,-2,-41,1,-2,-17,-29,-39,
20650,-19,5,-21,-54,-37,-3,-8,12,
20655,-18,-28,-10,4,-35,-2,53,14,
20660,12,15,31,15,18,8,14,2,
20665,-5,-30,7,41,73,33,17,-4,
20670,17,46,32,36,28,10,-5,-13,
20675,-31,-41,-52,32,-67,-49,-52,-26,
20680,-13,-14,2,-63,-69,-18,-14,41,
20685,48,9,-23,-5,-18,4,59,14,
20690,21,25,-4,0,49,19,2,25,
20695,2,41,24,39,69,46,38,-15,
20700,-24,-20,-3,-21,8,-30,-62,-23,
20705,-42,-37,0,-29,-26,-13,17,-31,
20710,-8,-22,-37,-15,-73,-19,-43,-7,
20715,18,1,26,16,5,1,18,78,
20720,-36,-44,-23,-43,51,4,16,-47,
20725,63,49,8,38,0,-2,0,-2,
20730,-18,-12,-26,24,-20,-6,-11,-25,
20735,19,-11,-3,-33,-39,4,-13,22,
20740,-3,-3,12,46,11,5,10,-7,
20745,-6,3,34,19,84,7,-6,0,
20750,-11,30,-2,14,43,41,23,-22,
20755,-41,-59,-52,-32,-37,-16,-63,-43,
20760,20,-18,-11,4,-54,-36,6,39,
20765,48,66,-22,-46,-15,-9,-4,73,
20770,-21,-16,27,22,-42,-19,1,-27,
20775,-11,26,-3,76,71,30,11,24,
20780,-22,-29,-11,-13,31,32,23,-43,
20785,-13,-62,20,75,52,0,-13,-38,
20790,7,41,5,-60,13,5,-10,24,
20795,-12,-14,-30,-128,-113,-54,-24,-34,
20800,30,24,4,96,1,15,43,37,
20805,7,39,-3,8,66,-9,-14,30,
20810,6,-2,18,36,49,11,0,-14,
20815,-6,-5,15,-5,5,-2,0,-24,
20820,-20,-32,1,-47,-76,-11,-10,-32,
20825,-22,-20,-6,6,-6,-5,-15,-28,
20830,26,9,-22,-50,-15,-3,31,48,
20835,-10,5,12,20,16,10,11,-6,
20840,20,23,-35,-64,16,2,5,-12,
20845,-34,-13,3,-53,-76,-5,-51,-41,
20850,14,3,-12,81,-15,-35,-31,19,
20855,-10,-24,-6,22,24,1,26,-9,
20860,8,25,11,-12,18,18,7,-5,
20865,-4,4,1,20,74,41,37,2,
20870,-10,-16,-41,-44,-20,-25,-58,-15,
20875,-19,-27,-7,17,-66,-59,-36,8,
20880,27,20,-2,-40,-41,-3,-26,-7,
20885,-27,-9,-24,-22,-37,-16,17,-7,
20890,17,1,31,109,95,53,12,42,
20895,17,52,11,-15,107,24,23,-49,
20900,7,-20,-19,-47,-82,-20,-28,4,
20905,-5,-23,-7,73,-51,-19,-18,-8,
20910,-19,1,20,54,43,7,17,-38,
20915,21,28,21,-5,41,41,9,49,
20920,-16,17,-4,-51,0,-22,13,9,
20925,-1,-40,-2,-88,-123,-44,-4,-5,
20930,-5,-12,1,-31,0,-19,-17,1,
20935,-9,-22,-2,90,33,19,-18,-15,
20940,-8,-9,-3,-5,64,17,39,-1,
20945,32,72,-7,-30,-35,-7,-8,14,
20950,4,0,7,-30,-10,-1,24,28,
20955,3,-40,29,4,14,-6,-14,16,
20960,-6,27,2,48,3,0,-12,-3,
20965,-26,-20,22,-26,6,16,-7,-43,
20970,17,20,-16,-80,-63,-14,-1,-2,
20975,16,9,7,38,23,4,12,-6,
20980,-2,-35,-16,56,14,8,-6,-7,
20985,-22,-5,7,12,31,-7,-2,12,
20990,16,8,17,31,3,9,-3,13,
20995,-2,15,18,-19,-10,2,12,-13,
21000,-13,-1,14,32,-2,-10,-2,-3,
21005,-5,-14,24,-31,26,11,8,11,
21010,-16,-26,-11,-93,-36,-23,-12,-19,
21015,36,38,-6,-39,-53,-15,10,20,
21020,18,30,18,28,-34,4,5,-18,
21025,-3,10,16,-13,27,0,0,52,
21030,-17,-30,-8,28,26,16,13,-6,
21035,-34,-26,-32,-42,0,-3,-21,-53,
21040,30,-3,11,-31,-10,-13,-18,78,
21045,9,-7,2,35,19,10,19,-36,
21050,24,59,-9,41,16,16,15,25,
21055,-8,14,-9,-97,-55,-8,-3,-12,
21060,-3,-36,19,80,30,6,-8,-31,
21065,-27,-26,-4,-59,6,15,-7,-2,
21070,-16,-28,-7,6,-7,-30,-42,-12,
21075,5,-5,6,1,-35,5,32,-10,
21080,21,51,-40,-41,18,4,4,19,
21085,-1,6,14,68,49,25,18,-7,
21090,-2,-12,-8,27,-24,0,1,-22,
21095,-24,-39,-7,-43,-23,-21,-5,-8,
